"会議開始からの時刻","日付","時刻","話者","タグ","発言内容"
"01:41:24","2026/01/15","15:14:27","speaker6","","三菱重工の長崎へ送りました。長崎でこれお化粧直しをして、綺麗にして、東京電力の展示室にもう1回戻すということで我々大事に大事にあれキャップかぶせてですね、長崎佐世保から来たトレーラーに積み込んでルーところです。大体"
"01:41:48","2026/01/15","15:14:51","speaker5","","この12万5000円の三菱の間でですね、角が150ミリぐらいですかね。"
"01:41:55","2026/01/15","15:14:58","speaker5","","ドラムの厚みが"
"01:41:59","2026/01/15","15:15:02","speaker5","","多分これだけで30分ぐらいあると思います。トレーラーにちょうど乗る大きさに重さ揃えて切りましたから"
"01:42:09","2026/01/15","15:15:12","speaker6","","これがボイラーでいう一番大事な蒸気ドラムであります。さっき見た絵では小さいでポツンとしか見えませんでしたけど市債下ろすとこのぐらい大きいです。"
"01:42:28","2026/01/15","15:15:31","speaker6","","天野さんに聞いてですね、品川火力に展示するということだったんで、シナーぐらいあるのかなと思って聞いてみたら、品川には今ないって言うんですねこれどこ行ってるかわからないですよ。"
"01:42:42","2026/01/15","15:15:45","speaker6","","わざわざ金をかけて長崎まで運んでず綺麗にですねお化粧直しをしてペンキ塗り直してですね、もう1回東京電力に帰ってきてるはずですよこれは研究用に"
"01:42:58","2026/01/15","15:16:01","speaker6","","1回お会いしたいんですけどもどこにあるかわかりません。"
"01:43:04","2026/01/15","15:16:07","speaker6","","はい。何か質問ありますか。"
"01:43:06","2026/01/15","15:16:09","speaker6","","はい。うん和智くんどうぞ"
"01:43:10","2026/01/15","15:16:13","speaker9","","今特許があったりとか、今のマイクわかりますはい。マイクあります。あるわ。特許とかがあって、我々結果しか多分しわからないってか知っていないんですが"
"01:43:26","2026/01/15","15:16:29","speaker9","","その結果に行き着いた過程を考えることも多分大事だと思うんですけどこの失敗になって不採用になった案件とかっていうのはその不採用になった理由とかっていろいろ調べたりとかして"
"01:43:43","2026/01/15","15:16:46","speaker6","","いるんでしょうそうで私はこんな素晴らしい発言はないと思ってますけども採用してくれなかったからしょうがないですね。"
"01:43:54","2026/01/15","15:16:57","speaker6","","ね。今やってる店頭広報ですとかリンゴ皮むきですとか、というのは、ときはですね、ちゃんとお金を稼いでくれてますけども"
"01:44:09","2026/01/15","15:17:12","speaker6","","20件ぐらいあるときはですね、単なる中森明菜の歌じゃないのか、飾り物になってますね。"
"01:44:21","2026/01/15","15:17:24","speaker6","","ね。"
"01:44:24","2026/01/15","15:17:27","speaker4","","難しいですよ。特許を出したから、特許を出したから、それが特許が通ったから許可されたからそれがお金になるかっていうね。例えばちょっと例はわかりません違いますけど"
"01:44:42","2026/01/15","15:17:45","speaker5","","プロゴルファーになったから"
"01:44:45","2026/01/15","15:17:48","speaker5","","プロゴルファーになったからお金が稼げるかってそうもいかないですね。"
"01:44:49","2026/01/15","15:17:52","speaker5","","特許が成立したからねもうこれでもう万々歳だと、いやそれ使って稼いで初めて特許面守られる価値があるんでね。20年間"
"01:45:05","2026/01/15","15:18:08","speaker3","","ね、洗顔っていうことを先に出した人、先にお願いをした人に、とんでもない大きな特許権、あの件があります。この前誰かに聞いたら"
"01:45:21","2026/01/15","15:18:24","speaker3","","アップルが出してるiPhoneiPhoneiPhoneの名前を、なんかiPhoneっていう何かを"
"01:45:32","2026/01/15","15:18:35","speaker6","","という商標の話でしたらiPhoneっていう会社があってそれが商標登録されてたんで。うん。日本でiPhoneは通らなかったっていうのは本当みたいですね。うん。それを今でもそのiPhoneっていう会社ですよ。この前聞いたら、今でも毎年Appleから名義使用料をもらってるらしいよ。さようですか。"
"01:45:57","2026/01/15","15:19:00","speaker4","","それからもっと面白い話はコカ・コーラのボトルの話しましょう。小五郎のボトルね。こうなったね皆さん、必ず見たことあると思います。"
"01:46:07","2026/01/15","15:19:10","speaker4","","ボトルのデザインを考えたのが間これはもう意匠登録ですけれども、考えたのがですね、この兄弟が心の会社にそのデザインを売り込みに行ったんですよ。"
"01:46:23","2026/01/15","15:19:26","speaker4","","ただ、いやそんなものは買えねよと、売れねよと"
"01:46:28","2026/01/15","15:19:31","speaker4","","いうことんなって、1本いくらで売れたら払ってやると言ったんだよねそりゃそれじゃ困るけど今金が欲しいということであれば患者に安く売ったんです特許この、このモデル、あれ、他では真似できないですあのボトルのこの西武の西武の女性をウエストが締まってスカート顔広がってるあれをイメージして作ったらしいんですけども"
"01:46:55","2026/01/15","15:19:58","speaker3","","あれは独房いまだかって真似ができません。"
"01:47:00","2026/01/15","15:20:03","speaker3","","からヤクルトの"
"01:47:04","2026/01/15","15:20:07","speaker3","","小さな瓶であれもそうですサントリーの瓶もホワイトもそうです。それから、ケンタッキーフライドチキンかなんかのサンダースのおじさんもそうです。見た瞬間に、これはってわかるやつは、あれは意匠登録だってます。"
"01:47:24","2026/01/15","15:20:27","speaker6","","だから、いろんな"
"01:47:26","2026/01/15","15:20:29","speaker5","","いろんなときありますだからみんな考えてくださいいろんなこと例えば私よく言う鉛筆がある。昔はねす。あの船を持って松尾芭蕉は旅してましたね。しかし、あれじゃね。液体持って振れば乾くしね。いちいち書くたびにね、筆をほぐしてですね、また角するか何か知りませんけども、やんなきゃいかん。それを"
"01:47:49","2026/01/15","15:20:52","speaker5","","今度は"
"01:47:51","2026/01/15","15:20:54","speaker4","","木の角を持ってですね、旅をしたらです。別に行きたいがない答えになったから楽なんですが手が汚れるんで、木の中に挟んで、紙で僕多分昨日の中で遊んで、鉛筆ができるわけですよ立派な特許ですねこれ。しかしこれだと、コロコロ転がるから"
"01:48:09","2026/01/15","15:21:12","speaker5","","六角形にしたとね、これも完全な特許になるんす。"
"01:48:17","2026/01/15","15:21:20","speaker5","","そこに三菱だとかトンボだとかってマーク付けると、これは商標登録になるわけですね。"
"01:48:23","2026/01/15","15:21:26","speaker5","","後ろに消しゴムをつけるこれも立派な改造特許ですこれね。"
"01:48:32","2026/01/15","15:21:35","speaker5","","シャープが作ったあのシャープというあれは早川電機ですけども、シャッター車ページを作って、あの会社シャープっつうんでね。"
"01:48:44","2026/01/15","15:21:47","speaker3","","だから始めたらどんどん広がっていきます。"
"01:48:47","2026/01/15","15:21:50","speaker3","","今もうどんどん新しいのができていません。消えるインクもあるしいろいろあるんでねただすすめっていうのは、小さなことから、いっぱいアイディアを管理する。"
"01:48:58","2026/01/15","15:22:01","speaker3","","ぜひとも考えたら、私のところへ持ってきてください。"
"01:49:05","2026/01/15","15:22:08","speaker3","","はい。他に"
"01:49:09","2026/01/15","15:22:12","speaker10","","すいません。前回の金属のお話でしたけども、今回のは大体スチールなんですか。今回のお話にあった今映ってるようなものっていうのは、スチールでいいんでしたっけ。うん。これ、これが"
"01:49:25","2026/01/15","15:22:28","speaker5","","別紙寺が"
"01:49:28","2026/01/15","15:22:31","speaker3","","個人の会社からですね、パブリックになっていくために、どうしても通らなきゃいかん間本だったんですね。たった1人でもできたっていうことです。たった1人でもやれば"
"01:49:43","2026/01/15","15:22:46","speaker5","","できたっていうことですたった1人が"
"01:49:47","2026/01/15","15:22:50","speaker5","","たった1人が"
"01:49:49","2026/01/15","15:22:52","speaker5","","名前だけは株式会社というこの会社をですね、守り続けて今期53期になりますか。53期ね。"
"01:50:04","2026/01/15","15:23:07","speaker5","","頑張って来られてやって皆さんにお会いできたのも、この辺でですね、くちゃっとならずに、3年間95もらわずにですよ。"
"01:50:19","2026/01/15","15:23:22","speaker5","","借金しながら繋いできた結果じゃなかったかなと思います。でも全然つらくなかったですね私は"
"01:50:28","2026/01/15","15:23:31","speaker5","","楽しかった。"
"01:50:30","2026/01/15","15:23:33","speaker4","","楽しかった。考えることが楽しかった。"
"01:50:33","2026/01/15","15:23:36","speaker4","","さっき言った出光の泉水さんとですね、裏の配管を"
"01:50:42","2026/01/15","15:23:45","speaker4","","パパで"
"01:50:44","2026/01/15","15:23:47","speaker4","","きると"
"01:50:46","2026/01/15","15:23:49","speaker4","","火花が出るか出ないか、データだけはしょうがないなと思ったね。"
"01:50:51","2026/01/15","15:23:54","speaker5","","そしたら俺の勝ちだったね。うん。"
"01:50:54","2026/01/15","15:23:57","speaker5","","うん。やればできる。いや、"
"01:50:59","2026/01/15","15:24:02","speaker4","","今度リンゴ紙広報やります。そのときに"
"01:51:04","2026/01/15","15:24:07","speaker5","","ね田辺くんこの前聞きに来た見積もりをどうしたらいいでしょうかと"
"01:51:10","2026/01/15","15:24:13","speaker4","","見積もりの仕方は私の考え方、見積もりなぜ名古屋から出てきたようず40歳のですね全くボイラーのプラントを見たこともない人間がいきなり見積もりをやったのかっていうんできたのかっていう。"
"01:51:26","2026/01/15","15:24:29","speaker4","","ね全く見たことない見積もりをいきなりやったわけですから、店企画の仕入れもまだ見積もり依頼だった。"
"01:51:34","2026/01/15","15:24:37","speaker4","","初めて見たプラントですよ。でも世界だった。うん。なぜそれができたかっていう話も今度さしていただきます。ご期待"
"01:51:48","2026/01/15","15:24:51","speaker6","","これに懲りずに、"
"01:51:50","2026/01/15","15:24:53","speaker6","","3回目も出てるよね。"
"01:51:53","2026/01/15","15:24:56","speaker3","","ウェブの人すいませんね、あの、何か質問があったら言ってください。"
"01:52:05","2026/01/15","15:25:08","speaker6","","いいですか。"
"01:52:07","2026/01/15","15:25:10","speaker6","","まだ来週来月も聞いてくださいね。お願いします。"
"01:52:12","2026/01/15","15:25:15","speaker3","","はい。"
"01:52:13","2026/01/15","15:25:16","speaker2","","ありがとうございました。"
"01:52:20","2026/01/15","15:25:23","speaker2","","これで終了したいと思います。Webの整備の皆さんお疲れ様でしたありがとうございました。お疲れ様です。お疲れ様です。お疲れ様でした。"
"01:52:31","2026/01/15","15:25:34","speaker5","","ありがとうございました。"
